Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
68,14:44:22,3/16/24,Eschscholzia californica,b,KG_30,"37.80691,122.25967","\""Petals \""",Kevin Simonin,68,-0.005663521,2.53226688,-0.005676216,-0.086685896,1.313136,1.316329,2.833403979,1.520267979,12.953571,12.922148,27.88234579,0.4417875,7.5,44.62,44.73,23.71,23.08,23.08,101.62,120.3,119.9,0.4,69,3.979,14:39:11,3/16/24,0.12,1,0.007,0.004,-9999,-0.002,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.4916,2.502342,1.356933,0.843501,0.287176,-0.007935,0.194595,0.166974,42.597771,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
69,14:44:33,3/16/24,Eschscholzia californica,b,KG_30,"37.80691,122.25968","\""Petals \""",Kevin Simonin,69,0.004615059,2.534838,0.004606672,0.072015132,1.257855,1.255205,2.814605799,1.556750799,12.351739,12.377815,27.69736075,0.4417875,7.5,42.79,42.7,23.69,22.97,22.97,101.62,120.5,120,0.4,72,3.979,14:39:11,3/16/24,0.12,1,0,-0.002,-9999,-0.004,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488624,2.499627,1.358505,0.843721,0.28736,-0.008967,0.195399,0.169058,42.582035,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
70,14:44:44,3/16/24,Eschscholzia californica,t,KG_30,"37.80691,122.25969","\""Petals \""",Kevin Simonin,70,0.011040218,2.534838,0.010992342,0.16865465,1.230319,1.224112,2.758864293,1.528545293,12.045974,12.107059,27.14883185,0.4417875,7.5,41.91,41.7,23.67,22.64,22.64,101.62,120.5,119.7,0.7,49,3.979,14:39:11,3/16/24,0.12,1,0.001,0.002,-9999,-0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487158,2.498326,1.358242,0.843044,0.287626,-0.012431,0.196293,0.149207,42.5756,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
71,14:45:00,3/16/24,Eschscholzia californica,t,KG_30,"37.80691,122.25970","\""Petals \""",Kevin Simonin,71,0.012396347,2.53355312,0.012335989,0.180736116,1.264269,1.257613,2.723897501,1.459628501,12.375618,12.441111,26.80473825,0.4417875,7.5,43.15,42.92,23.64,22.43,22.43,101.62,120.4,119.7,0.6,7,3.979,14:39:11,3/16/24,0.12,1,0.002,0.005,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488964,2.500174,1.358123,0.843182,0.287989,-0.014498,0.197431,0.112785,42.551994,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
72,14:45:11,3/16/24,Eschscholzia californica,t,KG_30,"37.80691,122.25971","\""Petals \""",Kevin Simonin,72,0.009810797,2.53355312,0.009772952,0.144298022,1.298744,1.293433,2.768926667,1.470182667,12.728757,12.781028,27.25053308,0.4417875,7.5,44.38,44.2,23.61,22.7,22.7,101.61,120.4,119.8,0.5,9,3.978,14:39:11,3/16/24,0.12,1,-0.002,0,-9999,-0.003,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490844,2.502006,1.357993,0.843413,0.288241,-0.011215,0.198247,0.11453,42.546272,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
73,14:46:51,3/16/24,Eschscholzia californica,b,KG_31,"37.80691,122.25972","\""Petals \""",Kevin Simonin,73,-0.004350171,2.53355312,-0.004357653,-0.063973563,1.203291,1.205648,2.666480902,1.463189902,11.866934,11.843738,26.24489077,0.4417875,7.5,41.27,41.35,23.55,22.08,22.08,101.6,120.4,119.5,0.7,501,3.977,14:39:11,3/16/24,0.12,1,0.001,0,-9999,0.002,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486679,2.497405,1.357933,0.842784,0.288955,-0.017452,0.205719,0.54164,42.439697,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
74,14:47:00,3/16/24,Eschscholzia californica,b,KG_31,"37.80691,122.25973","\""Petals \""",Kevin Simonin,74,-0.002372304,2.534838,-0.002374526,-0.037242267,1.20623,1.207601,2.768926667,1.562696667,11.884026,11.870534,27.24785147,0.4417875,7.5,41.4,41.45,23.54,22.7,22.7,101.62,120.5,120,0.5,454,3.976,14:39:11,3/16/24,0.12,1,0,0,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486821,2.497599,1.358814,0.843803,0.289084,-0.010299,0.206427,0.501344,42.430759,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
75,14:47:09,3/16/24,Eschscholzia californica,b,KG_31,"37.80691,122.25974","\""Petals \""",Kevin Simonin,75,-0.005143107,2.53868448,-0.005153547,-0.078602209,1.22752,1.230406,2.747165308,1.519645308,12.108329,12.07993,27.03370703,0.4417875,7.5,42.16,42.26,23.53,22.57,22.57,101.62,120.8,119.8,0.8,532,3.976,14:39:11,3/16/24,0.12,1,0.001,-0.001,-9999,0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48802,2.498734,1.360713,0.843352,0.289217,-0.0117,0.207001,0.568287,42.429688,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
76,14:47:19,3/16/24,Eschscholzia californica,t,KG_31,"37.80691,122.25975","\""Petals \""",Kevin Simonin,76,0.000703635,2.53355312,0.00070344,0.010704132,1.259972,1.259578,2.775652742,1.515680742,12.39547,12.399349,27.31403997,0.4417875,7.5,43.31,43.3,23.52,22.74,22.74,101.62,120.4,120,0.3,22,3.977,14:39:11,3/16/24,0.12,1,0.001,0.004,-9999,0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489548,2.500447,1.357713,0.843836,0.289376,-0.009618,0.207785,0.12554,42.423965,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
77,14:47:29,3/16/24,Eschscholzia californica,t,KG_31,"37.80691,122.25976","\""Petals \""",Kevin Simonin,77,0.004128723,2.53226688,0.004122002,0.060323741,1.289739,1.287517,2.747165308,1.457426308,12.670631,12.692503,27.03636757,0.4417875,7.5,44.37,44.29,23.5,22.57,22.57,101.61,120.3,119.5,0.7,7,3.976,14:39:11,3/16/24,0.12,1,0,0.004,-9999,0.002,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491008,2.502015,1.357417,0.842696,0.289527,-0.01139,0.208564,0.112993,42.43219,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
78,14:47:55,3/16/24,Eschscholzia californica,t,KG_31,"37.80691,122.25977","\""Petals \""",Kevin Simonin,78,0.000277396,2.53355312,0.000277365,0.004598623,1.227709,1.22754,2.878273245,1.650564245,12.080328,12.081995,28.32667302,0.4417875,7.5,42.31,42.3,23.48,23.34,23.34,101.61,120.4,119.7,0.6,148,3.976,14:39:11,3/16/24,0.12,1,0.002,0.001,-9999,0,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488092,2.498963,1.357884,0.843173,0.289847,-0.002264,0.210562,0.235647,42.442917,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
79,14:49:39,3/16/24,Eschscholzia californica,b,KG_32,"37.80691,122.25978","\""Petals \""",Kevin Simonin,79,0.002323954,2.53612152,0.002321827,0.05859732,1.32864,1.326487,3.828150451,2.499510451,13.052793,13.073978,37.67123058,0.4417875,7.5,45.87,45.8,23.44,28.15,28.15,101.62,120.6,119.9,0.6,1951,3.975,14:39:11,3/16/24,0.12,1,0,0,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.493216,2.504243,1.359005,0.843549,0.29022,0.054865,0.218268,1.800678,42.389988,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
80,14:49:59,3/16/24,Eschscholzia californica,b,KG_32,"37.80691,122.25979","\""Petals \""",Kevin Simonin,80,-0.001876445,2.53097928,-0.001877837,-0.04212771,1.271684,1.273238,3.497991685,2.226307685,12.529896,12.514606,34.42227598,0.4417875,7.5,43.83,43.88,23.47,26.61,26.61,101.62,120.2,119.8,0.3,1905,3.974,14:49:50,3/16/24,0.13,1,-0.002,-0.003,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490411,2.501207,1.356245,0.843435,0.289871,0.035937,0.219842,1.760893,42.40966,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
81,14:50:12,3/16/24,Eschscholzia californica,b,KG_32,"37.80691,122.25980","\""Petals \""",Kevin Simonin,81,-0.00262445,2.534838,-0.00262717,-0.051081022,1.360694,1.362572,3.29130333,1.93060933,13.408498,13.390021,32.38834216,0.4417875,7.5,46.83,46.9,23.5,25.58,25.58,101.62,120.5,119.7,0.6,1881,3.974,14:49:50,3/16/24,0.13,1,0.001,0,-0.012,0.002,-0.002,0,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.494794,2.505623,1.358415,0.843132,0.28961,0.023488,0.220871,1.739687,42.413235,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
82,14:50:26,3/16/24,Eschscholzia californica,t,KG_32,"37.80691,122.25981","\""Petals \""",Kevin Simonin,82,0.009349442,2.534838,0.009315084,0.16150473,1.30136,1.295419,3.025695717,1.724335717,12.747305,12.805759,29.77460851,0.4417875,7.5,44.74,44.53,23.52,24.17,24.17,101.62,120.5,119.7,0.7,64,3.973,14:49:50,3/16/24,0.13,1,0.005,0.004,-9999,-0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491352,2.502539,1.358782,0.843222,0.289379,0.006821,0.221875,0.162211,42.402863,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
83,14:50:39,3/16/24,Eschscholzia californica,t,KG_32,"37.80691,122.25982","\""Petals \""",Kevin Simonin,83,0.000830182,2.53740368,0.000829911,0.014283384,1.341695,1.34117,3.05303112,1.71133612,13.196859,13.202018,30.04064863,0.4417875,7.5,46.08,46.06,23.53,24.32,24.32,101.63,120.7,119.9,0.6,56,3.973,14:49:50,3/16/24,0.13,1,0,-0.002,-0.009,0,0,0,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.493578,2.504515,1.359751,0.843563,0.289209,0.008392,0.222816,0.154963,42.410374,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
84,14:50:48,3/16/24,Eschscholzia californica,t,KG_32,"37.80691,122.25983","\""Petals \""",Kevin Simonin,84,0.011468932,2.53355312,0.011417248,0.195279972,1.297228,1.29004,2.998574529,1.701346529,12.694554,12.765294,29.50772023,0.4417875,7.5,44.53,44.28,23.54,24.02,24.02,101.62,120.4,120,0.3,59,3.973,14:49:50,3/16/24,0.13,1,-0.001,-0.002,-9999,0,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.49098,2.502226,1.357768,0.843803,0.289094,0.004827,0.223443,0.158133,42.410374,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
