Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
68,12:14:03,3/8/24,Eschscholzia_californica,b,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,68,-0.000390987,2.53097928,-0.000391048,-0.009781478,1.025793,1.026156,3.522793518,2.497000518,10.050577,10.047018,34.50336452,0.4417875,7.5,37.14,37.15,22.66,26.73,26.73,102.1,120.2,120.1,0.1,2011,3.789,12:13:53,3/8/24,0.08,1,0,0,-9999,-0.003,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480608,2.491425,1.356127,0.843973,0.299479,0.046882,0.407821,1.852579,43.373466,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
69,12:14:17,3/8/24,Eschscholzia_californica,b,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,69,0.002053077,2.53355312,0.002051414,0.050519017,0.997501,0.995627,3.456994004,2.459493004,9.751323,9.769679,33.85890307,0.4417875,7.5,36.05,35.98,22.69,26.41,26.41,102.1,120.4,120.1,0.2,1941,3.788,12:13:53,3/8/24,0.08,1,0,0.002,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478834,2.489756,1.357608,0.844124,0.299123,0.042785,0.408418,1.792096,43.36953,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
70,12:14:30,3/8/24,Eschscholzia_californica,t,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,70,-0.000883925,2.53355312,-0.000884234,-0.016512917,1.047055,1.047668,2.916723715,1.869668715,10.260992,10.254995,28.56732336,0.4417875,7.5,37.79,37.81,22.71,23.56,23.56,102.1,120.4,119.9,0.4,50,3.788,12:13:53,3/8/24,0.08,1,-0.002,-0.001,-9999,-0.004,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481584,2.492399,1.358096,0.843612,0.29884,0.009055,0.408863,0.149709,43.359875,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
71,12:14:42,3/8/24,Eschscholzia_californica,t,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,71,0.000387976,2.534838,0.000387917,0.006731387,1.196475,1.196226,2.932582462,1.736107462,11.715592,11.718031,28.71983608,0.4417875,7.5,43.12,43.11,22.74,23.65,23.65,102.11,120.5,120,0.4,34,3.788,12:13:53,3/8/24,0.08,1,0.002,0.001,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489447,2.500394,1.358536,0.843814,0.298551,0.009804,0.409315,0.136642,43.357731,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
72,12:14:52,3/8/24,Eschscholzia_californica,t,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,72,0.005311571,2.53612152,0.00530047,0.099543491,1.031029,1.027343,2.91145416,1.88042516,10.062077,10.098174,28.51571165,0.4417875,7.5,37.11,36.98,22.76,23.53,23.53,102.1,120.6,120.2,0.3,37,3.788,12:13:53,3/8/24,0.08,1,-0.002,0.001,-9999,0.002,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480322,2.491359,1.359243,0.844254,0.298314,0.008178,0.409642,0.138761,43.338417,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
73,12:15:33,3/8/24,Eschscholzia_californica,b,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,73,-0.00250494,2.53355312,-0.002507419,-0.064871187,0.975359,0.977766,3.558192211,2.582833211,9.576342,9.552766,34.85007063,0.4417875,7.5,34.93,35.02,22.84,26.9,26.9,102.1,120.4,120,0.3,2009,3.787,12:13:53,3/8/24,0.08,1,0,0,-9999,-0.003,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477341,2.488011,1.357693,0.843843,0.297345,0.046872,0.410951,1.851249,43.292282,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
74,12:15:45,3/8/24,Eschscholzia_californica,b,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,74,-0.002557595,2.53355312,-0.00256018,-0.065822744,0.978792,0.981235,3.54566326,2.56687126,9.610737,9.586816,34.72735808,0.4417875,7.5,35.02,35.1,22.86,26.84,26.84,102.1,120.4,120,0.4,1968,3.788,12:13:53,3/8/24,0.08,1,-0.001,0,-9999,0.002,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477468,2.488138,1.358041,0.843766,0.29713,0.045939,0.41133,1.815303,43.28656,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
75,12:16:00,3/8/24,Eschscholzia_californica,b,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,75,0.001017319,2.534838,0.001016911,0.024969348,0.975673,0.974747,3.428545866,2.452872866,9.546679,9.555746,33.58027293,0.4417875,7.5,34.86,34.83,22.88,26.27,26.27,102.1,120.5,120,0.4,1754,3.787,12:13:53,3/8/24,0.08,1,0.001,0.001,-9999,0.004,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477038,2.487889,1.358511,0.843921,0.296864,0.038844,0.411903,1.629692,43.293716,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
76,12:16:14,3/8/24,Eschscholzia_californica,t,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,76,0.008227576,2.53226688,0.00820093,0.155356709,0.998424,0.992656,2.895695417,1.897271417,9.72234,9.778835,28.3613655,0.4417875,7.5,35.63,35.43,22.9,23.44,23.44,102.1,120.3,119.9,0.3,65,3.787,12:13:53,3/8/24,0.08,1,0.001,0.002,-9999,0,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47795,2.489076,1.356952,0.843678,0.296655,0.005589,0.412174,0.162746,43.255447,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
77,12:16:25,3/8/24,Eschscholzia_californica,t,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,77,0.010422943,2.52969032,0.010380174,0.186983064,0.99254,0.985586,2.797611317,1.805071317,9.653455,9.721568,27.4006985,0.4417875,7.5,35.4,35.15,22.91,22.87,22.87,102.1,120.1,120.2,0,59,3.787,12:13:53,3/8/24,0.08,1,0.001,0.002,-9999,-0.001,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477524,2.48871,1.355676,0.844226,0.296507,-0.001126,0.412495,0.157636,43.215752,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
78,12:16:36,3/8/24,Eschscholzia_californica,t,AD_11,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,78,0.010138257,2.53355312,0.010097849,0.188237937,0.998915,0.991932,2.866132342,1.867217342,9.714867,9.783262,28.0718153,0.4417875,7.5,35.6,35.35,22.92,23.27,23.27,102.1,120.4,120.1,0.3,41,3.787,12:13:53,3/8/24,0.08,1,-0.001,0,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477827,2.489017,1.357982,0.844071,0.296367,0.003403,0.412743,0.142549,43.189285,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
79,12:19:51,3/8/24,Eschscholzia_californica,b,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,79,0.002061074,2.534838,0.0020594,0.036922571,0.987156,0.985787,2.784080436,1.796924436,9.654379,9.667785,27.26550226,0.4417875,7.5,34.9,34.85,23.05,22.79,22.79,102.11,120.5,120.2,0.3,1413,3.785,12:13:53,3/8/24,0.08,1,0,0,-9999,0.005,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477047,2.487923,1.358693,0.844196,0.294824,-0.003689,0.419099,1.333832,42.856693,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
80,12:20:01,3/8/24,Eschscholzia_californica,b,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,80,0.000292886,2.53226688,0.000292853,0.00530907,0.978972,0.978775,2.795916816,1.816944816,9.585777,9.587708,27.3814202,0.4417875,7.5,34.61,34.6,23.05,22.86,22.86,102.11,120.3,120.1,0.2,1388,3.785,12:13:53,3/8/24,0.08,1,-0.001,-0.001,-9999,-0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476657,2.487464,1.356893,0.84401,0.29478,-0.002851,0.419455,1.31207,42.85598,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
81,12:20:14,3/8/24,Eschscholzia_californica,b,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,81,0.00143198,2.534838,0.001431171,0.025393726,0.976857,0.975915,2.755517286,1.778660286,9.557515,9.566736,26.98577305,0.4417875,7.5,34.51,34.48,23.06,22.62,22.62,102.11,120.5,120,0.4,1160,3.784,12:13:53,3/8/24,0.08,1,0.001,0.002,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476476,2.487323,1.358568,0.843818,0.294688,-0.005655,0.419846,1.113933,42.84811,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
82,12:20:28,3/8/24,Eschscholzia_californica,t,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,82,0.01887205,2.53226688,0.018732444,0.307047555,0.959431,0.948026,2.603752766,1.644321766,9.285086,9.396786,25.50198596,0.4417875,7.5,33.9,33.5,23.06,21.69,21.69,102.1,120.3,119.9,0.3,63,3.785,12:13:53,3/8/24,0.08,1,0.001,0.004,-9999,-0.005,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47497,2.486372,1.357358,0.843674,0.294689,-0.016245,0.420144,0.161254,42.792679,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
83,12:20:41,3/8/24,Eschscholzia_californica,t,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,83,0.012446252,2.53226688,0.012385377,0.198907771,0.940012,0.932622,2.551688022,1.611676022,9.1344,9.206774,24.99204723,0.4417875,7.5,33.23,32.97,23.05,21.36,21.36,102.1,120.3,119.9,0.4,58,3.785,12:13:53,3/8/24,0.08,1,0,0.001,-9999,-0.003,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.474159,2.485334,1.35732,0.843577,0.294777,-0.019882,0.420504,0.156914,42.734741,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
84,12:20:51,3/8/24,Eschscholzia_californica,t,AD_12,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,84,0.017736931,2.53355312,0.017613621,0.280202949,0.938118,0.927718,2.534536862,1.596418862,9.086876,9.188747,24.82649488,0.4417875,7.5,33.17,32.8,23.05,21.25,21.25,102.09,120.4,120.1,0.2,65,3.784,12:13:53,3/8/24,0.08,1,0,0.002,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.473912,2.48525,1.35767,0.844112,0.294845,-0.021037,0.420763,0.162943,42.697548,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
