"Sample","Time","Temp_C","Humidity_RH","Dew_Point_C","Comments","Serial_Number","site"
717,"3/20/25 18:36",14,51.5,4.2,NA,"065051692","CojoHQ"
718,"3/20/25 19:06",14,52.5,4.4,NA,"065051692","CojoHQ"
719,"3/20/25 19:36",13.5,56,4.9,NA,"065051692","CojoHQ"
720,"3/20/25 20:06",13.5,58.5,5.5,NA,"065051692","CojoHQ"
721,"3/20/25 20:36",13.5,59,5.7,NA,"065051692","CojoHQ"
722,"3/20/25 21:06",14,55.5,5.2,NA,"065051692","CojoHQ"
723,"3/20/25 21:36",13.5,59,5.7,NA,"065051692","CojoHQ"
724,"3/20/25 22:06",11,71,6,NA,"065051692","CojoHQ"
725,"3/20/25 22:36",11,70,5.7,NA,"065051692","CojoHQ"
726,"3/20/25 23:06",10.5,68,4.9,NA,"065051692","CojoHQ"
727,"3/20/25 23:36",11.5,62.5,4.6,NA,"065051692","CojoHQ"
728,"3/21/25 00:06",12,57.5,3.9,NA,"065051692","CojoHQ"
729,"3/21/25 00:36",12,59,4.2,NA,"065051692","CojoHQ"
730,"3/21/25 01:06",11.5,59.5,3.9,NA,"065051692","CojoHQ"
731,"3/21/25 01:36",10.5,63,3.8,NA,"065051692","CojoHQ"
732,"3/21/25 02:06",10,65.5,3.8,NA,"065051692","CojoHQ"
733,"3/21/25 02:36",11.5,62,4.5,NA,"065051692","CojoHQ"
734,"3/21/25 03:06",13,59.5,5.3,NA,"065051692","CojoHQ"
735,"3/21/25 03:36",13,61,5.7,NA,"065051692","CojoHQ"
736,"3/21/25 04:06",13,59.5,5.3,NA,"065051692","CojoHQ"
737,"3/21/25 04:36",13,59.5,5.3,NA,"065051692","CojoHQ"
738,"3/21/25 05:06",12.5,61.5,5.3,NA,"065051692","CojoHQ"
739,"3/21/25 05:36",12.5,60.5,5.1,NA,"065051692","CojoHQ"
740,"3/21/25 06:06",13,58.5,5.1,NA,"065051692","CojoHQ"
741,"3/21/25 06:36",13.5,58.5,5.5,NA,"065051692","CojoHQ"
742,"3/21/25 07:06",17.5,49,6.7,NA,"065051692","CojoHQ"
743,"3/21/25 07:36",19,44.5,6.6,NA,"065051692","CojoHQ"
744,"3/21/25 08:06",21,39,6.5,NA,"065051692","CojoHQ"
745,"3/21/25 08:36",22.5,41.5,8.8,NA,"065051692","CojoHQ"
746,"3/21/25 09:06",25,36.5,9.1,NA,"065051692","CojoHQ"
747,"3/21/25 09:36",24,39,9.2,NA,"065051692","CojoHQ"
748,"3/21/25 10:06",25.5,36.5,9.5,NA,"065051692","CojoHQ"
749,"3/21/25 10:36",25,38,9.7,NA,"065051692","CojoHQ"
750,"3/21/25 11:06",25.5,38,10.1,NA,"065051692","CojoHQ"
751,"3/21/25 11:36",25.5,37.5,9.9,NA,"065051692","CojoHQ"
752,"3/21/25 12:06",25.5,37.5,9.9,NA,"065051692","CojoHQ"
753,"3/21/25 12:36",25.5,39,10.5,NA,"065051692","CojoHQ"
754,"3/21/25 13:06",23.5,42.5,10,NA,"065051692","CojoHQ"
755,"3/21/25 13:36",22.5,43,9.3,NA,"065051692","CojoHQ"
756,"3/21/25 14:06",23,40.5,8.9,NA,"065051692","CojoHQ"
757,"3/21/25 14:36",23.5,38,8.4,NA,"065051692","CojoHQ"
758,"3/21/25 15:06",23,37.5,7.7,NA,"065051692","CojoHQ"
759,"3/21/25 15:36",21.5,37,6.2,NA,"065051692","CojoHQ"
760,"3/21/25 16:06",18.5,44,6,NA,"065051692","CojoHQ"
761,"3/21/25 16:36",17.5,46,5.8,NA,"065051692","CojoHQ"
762,"3/21/25 17:06",16.5,45.5,4.7,NA,"065051692","CojoHQ"
763,"3/21/25 17:36",15,51.5,5.1,NA,"065051692","CojoHQ"
764,"3/21/25 18:06",15.5,45,3.6,NA,"065051692","CojoHQ"
765,"3/21/25 18:36",15,44,2.9,NA,"065051692","CojoHQ"
766,"3/21/25 19:06",14.5,49.5,4.1,NA,"065051692","CojoHQ"
767,"3/21/25 19:36",14,50.5,3.9,NA,"065051692","CojoHQ"
768,"3/21/25 20:06",13,61.5,5.8,NA,"065051692","CojoHQ"
769,"3/21/25 20:36",12.5,66,6.3,NA,"065051692","CojoHQ"
770,"3/21/25 21:06",12,69.5,6.6,NA,"065051692","CojoHQ"
771,"3/21/25 21:36",12.5,67,6.5,NA,"065051692","CojoHQ"
772,"3/21/25 22:06",12,66,5.9,NA,"065051692","CojoHQ"
773,"3/21/25 22:36",11.5,70,6.2,NA,"065051692","CojoHQ"
774,"3/21/25 23:06",11,70.5,5.9,NA,"065051692","CojoHQ"
775,"3/21/25 23:36",10.5,71,5.5,NA,"065051692","CojoHQ"
776,"3/22/25 00:06",11.5,67,5.6,NA,"065051692","CojoHQ"
777,"3/22/25 00:36",11,73.5,6.5,NA,"065051692","CojoHQ"
778,"3/22/25 01:06",11,72.5,6.3,NA,"065051692","CojoHQ"
779,"3/22/25 01:36",11,69,5.5,NA,"065051692","CojoHQ"
780,"3/22/25 02:06",11,64.5,4.6,NA,"065051692","CojoHQ"
781,"3/22/25 02:36",12,62.5,5.1,NA,"065051692","CojoHQ"
782,"3/22/25 03:06",12.5,60,5,NA,"065051692","CojoHQ"
783,"3/22/25 03:36",11,62.5,4.1,NA,"065051692","CojoHQ"
784,"3/22/25 04:06",10.5,66,4.4,NA,"065051692","CojoHQ"
785,"3/22/25 04:36",10.5,65.5,4.3,NA,"065051692","CojoHQ"
786,"3/22/25 05:06",12,63,5.2,NA,"065051692","CojoHQ"
787,"3/22/25 05:36",12,60.5,4.6,NA,"065051692","CojoHQ"
788,"3/22/25 06:06",12,61,4.7,NA,"065051692","CojoHQ"
789,"3/22/25 06:36",13.5,59.5,5.8,NA,"065051692","CojoHQ"
790,"3/22/25 07:06",17,52.5,7.2,NA,"065051692","CojoHQ"
791,"3/22/25 07:36",19.5,47,7.9,NA,"065051692","CojoHQ"
792,"3/22/25 08:06",20.5,46.5,8.7,NA,"065051692","CojoHQ"
793,"3/22/25 08:36",22.5,42,9,NA,"065051692","CojoHQ"
794,"3/22/25 09:06",23,42.5,9.6,NA,"065051692","CojoHQ"
795,"3/22/25 09:36",24.5,40.5,10.2,NA,"065051692","CojoHQ"
796,"3/22/25 10:06",24,43.5,10.8,NA,"065051692","CojoHQ"
797,"3/22/25 10:36",23,44,10.1,NA,"065051692","CojoHQ"
798,"3/22/25 11:06",28,36.5,11.8,NA,"065051692","CojoHQ"
799,"3/22/25 11:36",28.5,34,11.1,NA,"065051692","CojoHQ"
800,"3/22/25 12:06",26,38,10.6,NA,"065051692","CojoHQ"
801,"3/22/25 12:36",27,36,10.7,NA,"065051692","CojoHQ"
802,"3/22/25 13:06",27.5,35.5,10.9,NA,"065051692","CojoHQ"
803,"3/22/25 13:36",24,39.5,9.4,NA,"065051692","CojoHQ"
804,"3/22/25 14:06",24.5,37.5,9.1,NA,"065051692","CojoHQ"
805,"3/22/25 14:36",23,40.5,8.9,NA,"065051692","CojoHQ"
806,"3/22/25 15:06",23.5,40.5,9.3,NA,"065051692","CojoHQ"
807,"3/22/25 15:36",21,46.5,9.1,NA,"065051692","CojoHQ"
808,"3/22/25 16:06",19,48.5,7.9,NA,"065051692","CojoHQ"
809,"3/22/25 16:36",17.5,55.5,8.5,NA,"065051692","CojoHQ"
810,"3/22/25 17:06",16,61,8.5,NA,"065051692","CojoHQ"
811,"3/22/25 17:36",16,58,7.7,NA,"065051692","CojoHQ"
812,"3/22/25 18:06",16.5,54.5,7.3,NA,"065051692","CojoHQ"
813,"3/22/25 18:36",15.5,56.5,6.9,NA,"065051692","CojoHQ"
814,"3/22/25 19:06",15.5,58,7.3,NA,"065051692","CojoHQ"
815,"3/22/25 19:36",14.5,63.5,7.7,NA,"065051692","CojoHQ"
816,"3/22/25 20:06",13.5,68,7.7,NA,"065051692","CojoHQ"
817,"3/22/25 20:36",13,68.5,7.3,NA,"065051692","CojoHQ"
818,"3/22/25 21:06",12.5,73,7.8,NA,"065051692","CojoHQ"
819,"3/22/25 21:36",12,79,8.5,NA,"065051692","CojoHQ"
820,"3/22/25 22:06",11.5,79.5,8.1,NA,"065051692","CojoHQ"
821,"3/22/25 22:36",11.5,79.5,8.1,NA,"065051692","CojoHQ"
822,"3/22/25 23:06",13,72.5,8.2,NA,"065051692","CojoHQ"
823,"3/22/25 23:36",13,71,7.9,NA,"065051692","CojoHQ"
824,"3/23/25 00:06",13,69.5,7.6,NA,"065051692","CojoHQ"
825,"3/23/25 00:36",11.5,78,7.8,NA,"065051692","CojoHQ"
826,"3/23/25 01:06",12,76.5,8,NA,"065051692","CojoHQ"
827,"3/23/25 01:36",12,77,8.1,NA,"065051692","CojoHQ"
828,"3/23/25 02:06",12,77.5,8.2,NA,"065051692","CojoHQ"
829,"3/23/25 02:36",12.5,73,7.8,NA,"065051692","CojoHQ"
830,"3/23/25 03:06",11.5,79,8,NA,"065051692","CojoHQ"
831,"3/23/25 03:36",11.5,79,8,NA,"065051692","CojoHQ"
832,"3/23/25 04:06",11.5,80,8.2,NA,"065051692","CojoHQ"
833,"3/23/25 04:36",11,80,7.7,NA,"065051692","CojoHQ"
834,"3/23/25 05:06",11,82,8,NA,"065051692","CojoHQ"
835,"3/23/25 05:36",10.5,83.5,7.8,NA,"065051692","CojoHQ"
836,"3/23/25 06:06",11.5,77.5,7.7,NA,"065051692","CojoHQ"
837,"3/23/25 06:36",13.5,72.5,8.7,NA,"065051692","CojoHQ"
838,"3/23/25 07:06",18,58.5,9.7,NA,"065051692","CojoHQ"
839,"3/23/25 07:36",20,51,9.6,NA,"065051692","CojoHQ"
840,"3/23/25 08:06",22,47,10.2,NA,"065051692","CojoHQ"
841,"3/23/25 08:36",23.5,44.5,10.7,NA,"065051692","CojoHQ"
842,"3/23/25 09:06",22,52,11.7,NA,"065051692","CojoHQ"
843,"3/23/25 09:36",23,47.5,11.2,NA,"065051692","CojoHQ"
844,"3/23/25 10:06",24,42,10.3,NA,"065051692","CojoHQ"
845,"3/23/25 10:36",23.5,44.5,10.7,NA,"065051692","CojoHQ"
846,"3/23/25 11:06",23.5,42.5,10,NA,"065051692","CojoHQ"
847,"3/23/25 11:36",23,45.5,10.6,NA,"065051692","CojoHQ"
848,"3/23/25 12:06",22.5,47.5,10.8,NA,"065051692","CojoHQ"
849,"3/23/25 12:36",22,48,10.5,NA,"065051692","CojoHQ"
850,"3/23/25 13:06",22,50,11.1,NA,"065051692","CojoHQ"
851,"3/23/25 13:36",21.5,53,11.5,NA,"065051692","CojoHQ"
852,"3/23/25 14:06",21,51,10.5,NA,"065051692","CojoHQ"
853,"3/23/25 14:36",21,52.5,10.9,NA,"065051692","CojoHQ"
854,"3/23/25 15:06",20.5,53,10.6,NA,"065051692","CojoHQ"
855,"3/23/25 15:36",20,55,10.7,NA,"065051692","CojoHQ"
856,"3/23/25 16:06",18.5,60.5,10.7,NA,"065051692","CojoHQ"
857,"3/23/25 16:36",16,68,10.1,NA,"065051692","CojoHQ"
858,"3/23/25 17:06",16,69,10.3,NA,"065051692","CojoHQ"
859,"3/23/25 17:36",15.5,71,10.3,NA,"065051692","CojoHQ"
860,"3/23/25 18:06",15,71,9.8,NA,"065051692","CojoHQ"
861,"3/23/25 18:36",15,69,9.4,NA,"065051692","CojoHQ"
862,"3/23/25 19:06",15,68.5,9.3,NA,"065051692","CojoHQ"
863,"3/23/25 19:36",13,76,8.9,NA,"065051692","CojoHQ"
864,"3/23/25 20:06",13,77,9.1,NA,"065051692","CojoHQ"
865,"3/23/25 20:36",13,81,9.8,NA,"065051692","CojoHQ"
866,"3/23/25 21:06",12.5,85,10,NA,"065051692","CojoHQ"
867,"3/23/25 21:36",11,88.5,9.2,NA,"065051692","CojoHQ"
868,"3/23/25 22:06",10.5,89.5,8.8,NA,"065051692","CojoHQ"
869,"3/23/25 22:36",10.5,89.5,8.8,NA,"065051692","CojoHQ"
870,"3/23/25 23:06",9.5,91.5,8.2,NA,"065051692","CojoHQ"
871,"3/23/25 23:36",10.5,91.5,9.2,NA,"065051692","CojoHQ"
872,"3/24/25 00:06",11.5,94.5,10.6,NA,"065051692","CojoHQ"
873,"3/24/25 00:36",12.5,92.5,11.3,NA,"065051692","CojoHQ"
874,"3/24/25 01:06",13,88,11.1,NA,"065051692","CojoHQ"
875,"3/24/25 01:36",13.5,86,11.2,NA,"065051692","CojoHQ"
876,"3/24/25 02:06",12.5,91.5,11.2,NA,"065051692","CojoHQ"
877,"3/24/25 02:36",12,93.5,11,NA,"065051692","CojoHQ"
878,"3/24/25 03:06",13.5,86.5,11.3,NA,"065051692","CojoHQ"
879,"3/24/25 03:36",13,88,11.1,NA,"065051692","CojoHQ"
880,"3/24/25 04:06",13,88,11.1,NA,"065051692","CojoHQ"
881,"3/24/25 04:36",12.5,88.5,10.7,NA,"065051692","CojoHQ"
882,"3/24/25 05:06",10.5,91.5,9.2,NA,"065051692","CojoHQ"
883,"3/24/25 05:36",11,93,9.9,NA,"065051692","CojoHQ"
884,"3/24/25 06:06",11,92,9.8,NA,"065051692","CojoHQ"
885,"3/24/25 06:36",11,94,10.1,NA,"065051692","CojoHQ"
886,"3/24/25 07:06",12,96.5,11.5,NA,"065051692","CojoHQ"
887,"3/24/25 07:36",13,96,12.4,NA,"065051692","CojoHQ"
888,"3/24/25 08:06",17,77.5,13,NA,"065051692","CojoHQ"
889,"3/24/25 08:36",20,65.5,13.3,NA,"065051692","CojoHQ"
890,"3/24/25 09:06",20.5,61.5,12.8,NA,"065051692","CojoHQ"
891,"3/24/25 09:36",21.5,56.5,12.5,NA,"065051692","CojoHQ"
892,"3/24/25 10:06",21,57.5,12.3,NA,"065051692","CojoHQ"
893,"3/24/25 10:36",21.5,59,13.2,NA,"065051692","CojoHQ"
894,"3/24/25 11:06",22,59,13.6,NA,"065051692","CojoHQ"
895,"3/24/25 11:36",22.5,57,13.6,NA,"065051692","CojoHQ"
896,"3/24/25 12:06",22.5,56,13.3,NA,"065051692","CojoHQ"
897,"3/24/25 12:36",23,56.5,13.9,NA,"065051692","CojoHQ"
898,"3/24/25 13:06",25,51.5,14.3,NA,"065051692","CojoHQ"
899,"3/24/25 13:36",26,49.5,14.6,NA,"065051692","CojoHQ"
900,"3/24/25 14:06",26,49,14.5,NA,"065051692","CojoHQ"
901,"3/24/25 14:36",28.5,39.5,13.4,NA,"065051692","CojoHQ"
902,"3/24/25 15:06",27.5,41,13.1,NA,"065051692","CojoHQ"
903,"3/24/25 15:36",25.5,47.5,13.5,NA,"065051692","CojoHQ"
904,"3/24/25 16:06",20.5,57.5,11.8,NA,"065051692","CojoHQ"
905,"3/24/25 16:36",18,64.5,11.2,NA,"065051692","CojoHQ"
906,"3/24/25 17:06",17,66,10.6,NA,"065051692","CojoHQ"
907,"3/24/25 17:36",16,69,10.3,NA,"065051692","CojoHQ"
908,"3/24/25 18:06",14.5,74.5,10,NA,"065051692","CojoHQ"
909,"3/24/25 18:36",13.5,78.5,9.8,NA,"065051692","CojoHQ"
910,"3/24/25 19:06",12.5,82,9.5,NA,"065051692","CojoHQ"
911,"3/24/25 19:36",12,83.5,9.3,NA,"065051692","CojoHQ"
912,"3/24/25 20:06",12.5,81.5,9.4,NA,"065051692","CojoHQ"
913,"3/24/25 20:36",13.5,77.5,9.6,NA,"065051692","CojoHQ"
914,"3/24/25 21:06",13,82.5,10.1,NA,"065051692","CojoHQ"
915,"3/24/25 21:36",12.5,89,10.7,NA,"065051692","CojoHQ"
916,"3/24/25 22:06",12.5,89.5,10.8,NA,"065051692","CojoHQ"
917,"3/24/25 22:36",12,92,10.7,NA,"065051692","CojoHQ"
918,"3/24/25 23:06",12.5,94,11.6,NA,"065051692","CojoHQ"
919,"3/24/25 23:36",13,93,11.9,NA,"065051692","CojoHQ"
920,"3/25/25 00:06",13,91,11.6,NA,"065051692","CojoHQ"
921,"3/25/25 00:36",13.5,90.5,12,NA,"065051692","CojoHQ"
922,"3/25/25 01:06",13,94,12.1,NA,"065051692","CojoHQ"
923,"3/25/25 01:36",13,94,12.1,NA,"065051692","CojoHQ"
924,"3/25/25 02:06",12.5,96.5,12,NA,"065051692","CojoHQ"
925,"3/25/25 02:36",12,97,11.5,NA,"065051692","CojoHQ"
926,"3/25/25 03:06",12,97.5,11.6,NA,"065051692","CojoHQ"
927,"3/25/25 03:36",11.5,97.5,11.1,NA,"065051692","CojoHQ"
928,"3/25/25 04:06",11.5,97.5,11.1,NA,"065051692","CojoHQ"
929,"3/25/25 04:36",11.5,97.5,11.1,NA,"065051692","CojoHQ"
930,"3/25/25 05:06",12,97.5,11.6,NA,"065051692","CojoHQ"
931,"3/25/25 05:36",12,97,11.5,NA,"065051692","CojoHQ"
932,"3/25/25 06:06",12,97,11.5,NA,"065051692","CojoHQ"
933,"3/25/25 06:36",12,96.5,11.5,NA,"065051692","CojoHQ"
934,"3/25/25 07:06",12.5,95.5,11.8,NA,"065051692","CojoHQ"
935,"3/25/25 07:36",12.5,94.5,11.6,NA,"065051692","CojoHQ"
936,"3/25/25 08:06",13,94,12.1,NA,"065051692","CojoHQ"
937,"3/25/25 08:36",13,93,11.9,NA,"065051692","CojoHQ"
938,"3/25/25 09:06",12.5,93.5,11.5,NA,"065051692","CojoHQ"
939,"3/25/25 09:36",13.5,91.5,12.1,NA,"065051692","CojoHQ"
940,"3/25/25 10:06",14,88.5,12.1,NA,"065051692","CojoHQ"
941,"3/25/25 10:36",14.5,86.5,12.3,NA,"065051692","CojoHQ"
942,"3/25/25 11:06",14.5,87,12.4,NA,"065051692","CojoHQ"
943,"3/25/25 11:36",15,83.5,12.2,NA,"065051692","CojoHQ"
944,"3/25/25 12:06",15,82.5,12,NA,"065051692","CojoHQ"
945,"3/25/25 12:36",16,79.5,12.5,NA,"065051692","CojoHQ"
946,"3/25/25 13:06",16.5,76.5,12.4,NA,"065051692","CojoHQ"
947,"3/25/25 13:36",16.5,77,12.5,NA,"065051692","CojoHQ"
948,"3/25/25 14:06",18,71.5,12.8,NA,"065051692","CojoHQ"
949,"3/25/25 14:36",19.5,67,13.2,NA,"065051692","CojoHQ"
950,"3/25/25 15:06",17.5,70,12,NA,"065051692","CojoHQ"
951,"3/25/25 15:36",15.5,78,11.7,NA,"065051692","CojoHQ"
952,"3/25/25 16:06",14.5,81,11.3,NA,"065051692","CojoHQ"
953,"3/25/25 16:36",14,83,11.2,NA,"065051692","CojoHQ"
954,"3/25/25 17:06",13.5,85,11,NA,"065051692","CojoHQ"
955,"3/25/25 17:36",13,86.5,10.8,NA,"065051692","CojoHQ"
956,"3/25/25 18:06",13,87,10.9,NA,"065051692","CojoHQ"
957,"3/25/25 18:36",13,87.5,11,NA,"065051692","CojoHQ"
958,"3/25/25 19:06",12.5,89,10.7,NA,"065051692","CojoHQ"
959,"3/25/25 19:36",12.5,90,10.9,NA,"065051692","CojoHQ"
960,"3/25/25 20:06",12.5,90,10.9,NA,"065051692","CojoHQ"
961,"3/25/25 20:36",12.5,90,10.9,NA,"065051692","CojoHQ"
962,"3/25/25 21:06",12.5,90.5,11,NA,"065051692","CojoHQ"
963,"3/25/25 21:36",12.5,90.5,11,NA,"065051692","CojoHQ"
964,"3/25/25 22:06",12.5,90.5,11,NA,"065051692","CojoHQ"
965,"3/25/25 22:36",12.5,89.5,10.8,NA,"065051692","CojoHQ"
966,"3/25/25 23:06",12.5,89,10.7,NA,"065051692","CojoHQ"
967,"3/25/25 23:36",12.5,89,10.7,NA,"065051692","CojoHQ"
968,"3/26/25 00:06",12.5,89,10.7,NA,"065051692","CojoHQ"
969,"3/26/25 00:36",12.5,88.5,10.7,NA,"065051692","CojoHQ"
970,"3/26/25 01:06",12.5,88.5,10.7,NA,"065051692","CojoHQ"
971,"3/26/25 01:36",12.5,88,10.6,NA,"065051692","CojoHQ"
972,"3/26/25 02:06",12.5,87.5,10.5,NA,"065051692","CojoHQ"
973,"3/26/25 02:36",12.5,87,10.4,NA,"065051692","CojoHQ"
974,"3/26/25 03:06",12.5,88,10.6,NA,"065051692","CojoHQ"
975,"3/26/25 03:36",12,93,10.9,NA,"065051692","CojoHQ"
976,"3/26/25 04:06",12,93,10.9,NA,"065051692","CojoHQ"
977,"3/26/25 04:36",12,93.5,11,NA,"065051692","CojoHQ"
978,"3/26/25 05:06",12,93.5,11,NA,"065051692","CojoHQ"
979,"3/26/25 05:36",12,91.5,10.7,NA,"065051692","CojoHQ"
980,"3/26/25 06:06",12.5,90,10.9,NA,"065051692","CojoHQ"
981,"3/26/25 06:36",12.5,86,10.2,NA,"065051692","CojoHQ"
982,"3/26/25 07:06",13,91.5,11.6,NA,"065051692","CojoHQ"
983,"3/26/25 07:36",13,90,11.4,NA,"065051692","CojoHQ"
984,"3/26/25 08:06",13.5,88.5,11.6,NA,"065051692","CojoHQ"
985,"3/26/25 08:36",13.5,87,11.4,NA,"065051692","CojoHQ"
986,"3/26/25 09:06",14.5,81.5,11.4,NA,"065051692","CojoHQ"
987,"3/26/25 09:36",15.5,78,11.7,NA,"065051692","CojoHQ"
988,"3/26/25 10:06",15,83.5,12.2,NA,"065051692","CojoHQ"
989,"3/26/25 10:36",15.5,80.5,12.2,NA,"065051692","CojoHQ"
990,"3/26/25 11:06",16,80.5,12.6,NA,"065051692","CojoHQ"
991,"3/26/25 11:36",17,76,12.7,NA,"065051692","CojoHQ"
992,"3/26/25 12:06",17.5,73,12.6,NA,"065051692","CojoHQ"
993,"3/26/25 12:36",19,63,11.8,NA,"065051692","CojoHQ"
994,"3/26/25 13:06",18.5,65,11.8,NA,"065051692","CojoHQ"
995,"3/26/25 13:36",18,67.5,11.9,NA,"065051692","CojoHQ"
996,"3/26/25 14:06",18,65.5,11.4,NA,"065051692","CojoHQ"
997,"3/26/25 14:36",18,64,11.1,NA,"065051692","CojoHQ"
998,"3/26/25 15:06",17,72,11.9,NA,"065051692","CojoHQ"
999,"3/26/25 15:36",17.5,68,11.5,NA,"065051692","CojoHQ"
1000,"3/26/25 16:06",16.5,69.5,10.9,NA,"065051692","CojoHQ"
1001,"3/26/25 16:36",16,71,10.7,NA,"065051692","CojoHQ"
1002,"3/26/25 17:06",15.5,71.5,10.4,NA,"065051692","CojoHQ"
1003,"3/26/25 17:36",15,76,10.8,NA,"065051692","CojoHQ"
1004,"3/26/25 18:06",14,78,10.2,NA,"065051692","CojoHQ"
1005,"3/26/25 18:36",13,80,9.6,NA,"065051692","CojoHQ"
1006,"3/26/25 19:06",13,82.5,10.1,NA,"065051692","CojoHQ"
1007,"3/26/25 19:36",13,83,10.2,NA,"065051692","CojoHQ"
1008,"3/26/25 20:06",13,83.5,10.3,NA,"065051692","CojoHQ"
1009,"3/26/25 20:36",13,84.5,10.5,NA,"065051692","CojoHQ"
1010,"3/26/25 21:06",11.5,86.5,9.3,NA,"065051692","CojoHQ"
1011,"3/26/25 21:36",11.5,89.5,9.8,NA,"065051692","CojoHQ"
1012,"3/26/25 22:06",11,89,9.3,NA,"065051692","CojoHQ"
1013,"3/26/25 22:36",11,90.5,9.5,NA,"065051692","CojoHQ"
1014,"3/26/25 23:06",10,91.5,8.7,NA,"065051692","CojoHQ"
1015,"3/26/25 23:36",9.5,93.5,8.5,NA,"065051692","CojoHQ"
1016,"3/27/25 00:06",9.5,95,8.7,NA,"065051692","CojoHQ"
1017,"3/27/25 00:36",10.5,94,9.6,NA,"065051692","CojoHQ"
1018,"3/27/25 01:06",11,91.5,9.7,NA,"065051692","CojoHQ"
1019,"3/27/25 01:36",10,93,8.9,NA,"065051692","CojoHQ"
1020,"3/27/25 02:06",10,95,9.2,NA,"065051692","CojoHQ"
1021,"3/27/25 02:36",10,93.5,9,NA,"065051692","CojoHQ"
1022,"3/27/25 03:06",10.5,93.5,9.5,NA,"065051692","CojoHQ"
1023,"3/27/25 03:36",10.5,91.5,9.2,NA,"065051692","CojoHQ"
1024,"3/27/25 04:06",10.5,92.5,9.3,NA,"065051692","CojoHQ"
1025,"3/27/25 04:36",10.5,92.5,9.3,NA,"065051692","CojoHQ"
1026,"3/27/25 05:06",11,91.5,9.7,NA,"065051692","CojoHQ"
1027,"3/27/25 05:36",10,93.5,9,NA,"065051692","CojoHQ"
1028,"3/27/25 06:06",10,94,9.1,NA,"065051692","CojoHQ"
1029,"3/27/25 06:36",11,93.5,10,NA,"065051692","CojoHQ"
1030,"3/27/25 07:06",13.5,88,11.6,NA,"065051692","CojoHQ"
1031,"3/27/25 07:36",15,81.5,11.9,NA,"065051692","CojoHQ"
1032,"3/27/25 08:06",16,80.5,12.6,NA,"065051692","CojoHQ"
1033,"3/27/25 08:36",17,82,13.9,NA,"065051692","CojoHQ"
1034,"3/27/25 09:06",19.5,71,14.1,NA,"065051692","CojoHQ"
1035,"3/27/25 09:36",18.5,72.5,13.5,NA,"065051692","CojoHQ"
1036,"3/27/25 10:06",21,66.5,14.5,NA,"065051692","CojoHQ"
1037,"3/27/25 10:36",21.5,64.5,14.5,NA,"065051692","CojoHQ"
1038,"3/27/25 11:06",23,61,15.1,NA,"065051692","CojoHQ"
1039,"3/27/25 11:36",23.5,58.5,14.9,NA,"065051692","CojoHQ"
1040,"3/27/25 12:06",23.5,56.5,14.4,NA,"065051692","CojoHQ"
1041,"3/27/25 12:36",23.5,55.5,14.1,NA,"065051692","CojoHQ"
1042,"3/27/25 13:06",21.5,59.5,13.3,NA,"065051692","CojoHQ"
1043,"3/27/25 13:36",21,63.5,13.8,NA,"065051692","CojoHQ"
1044,"3/27/25 14:06",22,59,13.6,NA,"065051692","CojoHQ"
1045,"3/27/25 14:36",22.5,54.5,12.9,NA,"065051692","CojoHQ"
1046,"3/27/25 15:06",21.5,55.5,12.2,NA,"065051692","CojoHQ"
1047,"3/27/25 15:36",18.5,67,12.3,NA,"065051692","CojoHQ"
1048,"3/27/25 16:06",17,70,11.5,NA,"065051692","CojoHQ"
1049,"3/27/25 16:36",15.5,73.5,10.8,NA,"065051692","CojoHQ"
1050,"3/27/25 17:06",16.5,68.5,10.7,NA,"065051692","CojoHQ"
1051,"3/27/25 17:36",15.5,69.5,10,NA,"065051692","CojoHQ"
1052,"3/27/25 18:06",14.5,74.5,10,NA,"065051692","CojoHQ"
1053,"3/27/25 18:36",13.5,73,8.8,NA,"065051692","CojoHQ"
1054,"3/27/25 19:06",13.5,77.5,9.6,NA,"065051692","CojoHQ"
1055,"3/27/25 19:36",13.5,81,10.3,NA,"065051692","CojoHQ"
1056,"3/27/25 20:06",13.5,81.5,10.4,NA,"065051692","CojoHQ"
1057,"3/27/25 20:36",13.5,78.5,9.8,NA,"065051692","CojoHQ"
1058,"3/27/25 21:06",13.5,79,9.9,NA,"065051692","CojoHQ"
1059,"3/27/25 21:36",13.5,78.5,9.8,NA,"065051692","CojoHQ"
1060,"3/27/25 22:06",13.5,79.5,10,NA,"065051692","CojoHQ"
1061,"3/27/25 22:36",13,83.5,10.3,NA,"065051692","CojoHQ"
1062,"3/27/25 23:06",13,86,10.7,NA,"065051692","CojoHQ"
1063,"3/27/25 23:36",13,84,10.4,NA,"065051692","CojoHQ"
1064,"3/28/25 00:06",12.5,83.5,9.8,NA,"065051692","CojoHQ"
1065,"3/28/25 00:36",12.5,82,9.5,NA,"065051692","CojoHQ"
1066,"3/28/25 01:06",12.5,81,9.3,NA,"065051692","CojoHQ"
1067,"3/28/25 01:36",13,79.5,9.5,NA,"065051692","CojoHQ"
1068,"3/28/25 02:06",13,80,9.6,NA,"065051692","CojoHQ"
1069,"3/28/25 02:36",12.5,82.5,9.6,NA,"065051692","CojoHQ"
1070,"3/28/25 03:06",11.5,85,9.1,NA,"065051692","CojoHQ"
1071,"3/28/25 03:36",11,86.5,8.8,NA,"065051692","CojoHQ"
1072,"3/28/25 04:06",11,88,9.1,NA,"065051692","CojoHQ"
