"Time","Dangermond_North Beach Air Temp Avg degC","Dangermond_North Beach Relative Humidity Max %","Dangermond_North Beach Relative Humidity Min %"
"2025-07-02 19:40:00",14.43,95.2,91
"2025-07-02 19:50:00",14.54,95.1,89.3
"2025-07-02 20:00:00",14.41,95.3,92.3
"2025-07-02 20:10:00",14.54,94.2,89.4
"2025-07-02 20:20:00",14.22,95.3,92.1
"2025-07-02 20:30:00",14.24,93.8,91.1
"2025-07-02 20:40:00",14.12,93.4,90.9
"2025-07-02 20:50:00",13.81,94.1,91.3
"2025-07-02 21:00:00",13.76,93.7,91.4
"2025-07-02 21:10:00",13.74,93.5,91.6
"2025-07-02 21:20:00",13.69,93.8,91.3
"2025-07-02 21:30:00",13.52,94,91.9
"2025-07-02 21:40:00",13.51,93.9,91.9
"2025-07-02 21:50:00",13.37,94.7,92.3
"2025-07-02 22:00:00",13.36,94.9,91.3
"2025-07-02 22:10:00",13.48,94.2,88.5
"2025-07-02 22:20:00",13.84,92.6,88.6
"2025-07-02 22:30:00",13.65,94.2,89.6
"2025-07-02 22:40:00",13.24,94.7,91.5
"2025-07-02 22:50:00",13.49,95,87.8
"2025-07-02 23:00:00",13.63,93.8,89.9
"2025-07-02 23:10:00",13.8,93.1,88.8
"2025-07-02 23:20:00",13.74,94.3,89.5
"2025-07-02 23:30:00",13.44,95.7,90.6
"2025-07-02 23:40:00",13.23,96.1,91.3
"2025-07-02 23:50:00",13.16,94.7,92
"2025-07-03 00:00:00",13.33,94.2,91.5
"2025-07-03 00:10:00",13.25,94.6,91.7
"2025-07-03 00:20:00",13.04,95.2,92.8
"2025-07-03 00:30:00",13.12,94.5,91.5
"2025-07-03 00:40:00",13.09,94.4,91.8
"2025-07-03 00:50:00",12.91,95.1,91.8
"2025-07-03 01:00:00",12.68,95.7,93
"2025-07-03 01:10:00",12.56,95.6,92
"2025-07-03 01:20:00",12.39,95.5,93.9
"2025-07-03 01:30:00",12.42,95.3,91.8
"2025-07-03 01:40:00",12.52,95.4,93.1
"2025-07-03 01:50:00",12.62,95.8,92.9
"2025-07-03 02:00:00",13.12,94.4,92.5
"2025-07-03 02:10:00",13.33,94.7,92.8
"2025-07-03 02:20:00",13.44,95.7,93.2
"2025-07-03 02:30:00",13.47,95.8,94.4
"2025-07-03 02:40:00",13.61,95.7,93.8
"2025-07-03 02:50:00",13.84,95.2,93.2
"2025-07-03 03:00:00",13.85,95.9,93.7
"2025-07-03 03:10:00",13.7,97,95.1
"2025-07-03 03:20:00",13.49,97.4,95.9
"2025-07-03 03:30:00",13.5,96.7,95.4
"2025-07-03 03:40:00",13.61,96.7,94.9
"2025-07-03 03:50:00",13.69,96.9,94.9
"2025-07-03 04:00:00",13.68,97.7,95
"2025-07-03 04:10:00",13.54,97.7,96.3
"2025-07-03 04:20:00",13.67,97.4,95
"2025-07-03 04:30:00",13.78,97,95.2
"2025-07-03 04:40:00",13.72,98.6,95.5
"2025-07-03 04:50:00",13.5,98.9,96.8
"2025-07-03 05:00:00",13.4,98.6,97.2
"2025-07-03 05:10:00",13.44,98.5,96.9
"2025-07-03 05:20:00",13.29,99,96.9
"2025-07-03 05:30:00",13.22,98.8,97
"2025-07-03 05:40:00",13.32,98.3,95.9
"2025-07-03 05:50:00",13.34,97.6,95.6
"2025-07-03 06:00:00",13.33,97.6,96
"2025-07-03 06:10:00",13.33,97.6,95.9
"2025-07-03 06:20:00",13.64,96.7,94.6
"2025-07-03 06:30:00",13.67,97.8,95.6
"2025-07-03 06:40:00",13.98,97.6,95.5
"2025-07-03 06:50:00",14.21,98.1,95.6
"2025-07-03 07:00:00",14.34,99.7,96.4
"2025-07-03 07:10:00",14.45,99.5,96.4
"2025-07-03 07:20:00",14.52,100,98.1
"2025-07-03 07:30:00",14.3,100,99
"2025-07-03 07:40:00",14.23,100,98.5
"2025-07-03 07:50:00",14.33,100,99.2
"2025-07-03 08:00:00",13.82,100,100
"2025-07-03 08:10:00",13.38,100,100
"2025-07-03 08:20:00",13.32,100,99.2
"2025-07-03 08:30:00",13.38,100,99.6
"2025-07-03 08:40:00",13.32,100,99.7
"2025-07-03 08:50:00",13.29,100,99.5
"2025-07-03 09:00:00",13.35,100,99.2
"2025-07-03 09:10:00",13.39,100,99.6
"2025-07-03 09:20:00",13.41,100,99.7
"2025-07-03 09:30:00",13.39,100,99.3
"2025-07-03 09:40:00",13.51,100,99
"2025-07-03 09:50:00",13.6,100,97.8
"2025-07-03 10:00:00",13.55,100,99.3
"2025-07-03 10:10:00",13.58,100,98.5
"2025-07-03 10:20:00",13.61,100,98.6
"2025-07-03 10:30:00",13.46,100,98.9
"2025-07-03 10:40:00",13.61,100,98.9
"2025-07-03 10:50:00",13.66,100,99.2
"2025-07-03 11:00:00",13.8,100,99.8
"2025-07-03 11:10:00",14.1,100,100
"2025-07-03 11:20:00",14.39,100,98.7
"2025-07-03 11:30:00",14.71,100,96.9
"2025-07-03 11:40:00",15.1,100,94.1
"2025-07-03 11:50:00",15.15,100,97.1
"2025-07-03 12:00:00",15.1,100,97.2
"2025-07-03 12:10:00",15.29,100,93.4
"2025-07-03 12:20:00",15.15,100,93.7
"2025-07-03 12:30:00",15.21,100,96.1
"2025-07-03 12:40:00",15.35,100,91.9
"2025-07-03 12:50:00",15.67,100,89.8
"2025-07-03 13:00:00",15.96,100,89.8
"2025-07-03 13:10:00",15.79,100,90.3
"2025-07-03 13:20:00",15.85,100,89.1
"2025-07-03 13:30:00",16.36,100,84.9
"2025-07-03 13:40:00",16.31,100,88.5
"2025-07-03 13:50:00",15.96,100,91.8
"2025-07-03 14:00:00",16.12,99,90.3
"2025-07-03 14:10:00",16.04,100,88.4
"2025-07-03 14:20:00",15.93,100,88.7
"2025-07-03 14:30:00",15.81,100,90.9
"2025-07-03 14:40:00",15.86,99.2,88.6
"2025-07-03 14:50:00",15.81,99.3,92
"2025-07-03 15:00:00",15.78,99.3,89.7
"2025-07-03 15:10:00",15.87,98.5,89.5
"2025-07-03 15:20:00",16.06,96.5,88.1
"2025-07-03 15:30:00",16.21,99.7,88.3
"2025-07-03 15:40:00",16,99.3,88.4
"2025-07-03 15:50:00",16.03,99,88.6
"2025-07-03 16:00:00",15.82,98.6,91.8
"2025-07-03 16:10:00",16.01,98,87.3
"2025-07-03 16:20:00",15.97,98.1,88.8
"2025-07-03 16:30:00",15.81,98.9,91.3
"2025-07-03 16:40:00",15.55,100,92
"2025-07-03 16:50:00",15.5,99.6,92.7
"2025-07-03 17:00:00",15.18,99.5,94.5
"2025-07-03 17:10:00",15.5,97.5,92.1
"2025-07-03 17:20:00",15.65,98.2,91.8
"2025-07-03 17:30:00",15.44,100,94.4
"2025-07-03 17:40:00",15.31,99.3,94.2
"2025-07-03 17:50:00",15.28,99.6,95
"2025-07-03 18:00:00",15.52,97,93.7
"2025-07-03 18:10:00",15.84,95.4,92.3
"2025-07-03 18:20:00",16.07,95.8,90.5
"2025-07-03 18:30:00",15.69,96.3,92.6
"2025-07-03 18:40:00",15.81,94.3,92.1
"2025-07-03 18:50:00",15.8,93.7,91.3
"2025-07-03 19:00:00",15.82,93.9,91.1
"2025-07-03 19:10:00",15.56,93.7,91.7
"2025-07-03 19:20:00",15.04,95.5,92.6
"2025-07-03 19:30:00",14.74,95.6,93.1
"2025-07-03 19:40:00",14.66,94.9,91.3
"2025-07-03 19:50:00",14.9,93.2,90.9
"2025-07-03 20:00:00",14.98,93.8,88.9
"2025-07-03 20:10:00",15.41,90.6,87.7
"2025-07-03 20:20:00",15.04,91.3,88.3
"2025-07-03 20:30:00",14.48,93.9,88.4
"2025-07-03 20:40:00",14.33,93.7,90.6
"2025-07-03 20:50:00",14.23,93.8,90
"2025-07-03 21:00:00",13.97,93.6,89
"2025-07-03 21:10:00",14.16,92.5,88.8
"2025-07-03 21:20:00",13.94,93.2,87.8
"2025-07-03 21:30:00",13.69,94.2,90.4
"2025-07-03 21:40:00",13.53,94.9,91.6
"2025-07-03 21:50:00",13.52,94.3,90.7
"2025-07-03 22:00:00",13.32,94.3,92.2
"2025-07-03 22:10:00",13.17,94.7,92.5
"2025-07-03 22:20:00",13.13,95,92.3
"2025-07-03 22:30:00",13.13,95.1,91.9
"2025-07-03 22:40:00",13.1,94.7,91.6
"2025-07-03 22:50:00",12.99,95.5,91.1
"2025-07-03 23:00:00",12.94,94.9,92.2
"2025-07-03 23:10:00",12.85,95.1,93.1
"2025-07-03 23:20:00",12.74,95.5,93
"2025-07-03 23:30:00",12.65,95.8,93.2
"2025-07-03 23:40:00",12.79,95.4,92.2
"2025-07-03 23:50:00",12.78,95.4,92.2
"2025-07-04 00:00:00",12.59,95.9,91.9
"2025-07-04 00:10:00",12.38,96.1,92.1
"2025-07-04 00:20:00",12.59,95.3,90.3
"2025-07-04 00:30:00",12.32,95.9,93.3
"2025-07-04 00:40:00",12.34,95.8,92.9
"2025-07-04 00:50:00",12.14,97.3,93.6
"2025-07-04 01:00:00",12.07,96.9,94.2
"2025-07-04 01:10:00",12.02,97.5,94.4
"2025-07-04 01:20:00",12.05,98.2,94.5
"2025-07-04 01:30:00",12.09,97.4,95.3
"2025-07-04 01:40:00",12.05,97.4,95.3
"2025-07-04 01:50:00",11.95,98.1,95.4
"2025-07-04 02:00:00",11.94,98.1,95.2
"2025-07-04 02:10:00",11.99,97.3,95.3
"2025-07-04 02:20:00",12,97.7,95.3
"2025-07-04 02:30:00",11.97,97.7,95.2
"2025-07-04 02:40:00",11.89,97.7,95
"2025-07-04 02:50:00",12.04,96.7,92.5
"2025-07-04 03:00:00",11.97,97.2,91.4
"2025-07-04 03:10:00",11.73,97.6,92.7
"2025-07-04 03:20:00",11.59,97.8,91.7
"2025-07-04 03:30:00",11.65,97,91.7
"2025-07-04 03:40:00",11.72,98.3,92.3
"2025-07-04 03:50:00",11.74,97.2,93.5
"2025-07-04 04:00:00",11.72,97.1,94.2
"2025-07-04 04:10:00",11.59,98.2,95
"2025-07-04 04:20:00",11.58,98.2,95
"2025-07-04 04:30:00",11.55,97.9,95.3
"2025-07-04 04:40:00",11.43,99.1,95.5
"2025-07-04 04:50:00",11.4,98,95.5
"2025-07-04 05:00:00",11.46,98.1,95.2
"2025-07-04 05:10:00",11.48,98.4,95.3
"2025-07-04 05:20:00",11.4,98.3,95.4
"2025-07-04 05:30:00",11.66,97.4,95.2
"2025-07-04 05:40:00",12,97.8,95.6
"2025-07-04 05:50:00",12.32,99.4,96.9
"2025-07-04 06:00:00",12.8,99.7,97.7
"2025-07-04 06:10:00",13.32,100,97.5
"2025-07-04 06:20:00",13.86,100,97
"2025-07-04 06:30:00",13.69,100,98.4
"2025-07-04 06:40:00",13.78,100,98.9
"2025-07-04 06:50:00",14.08,100,99.4
"2025-07-04 07:00:00",13.86,100,97.7
"2025-07-04 07:10:00",14.02,100,98.6
"2025-07-04 07:20:00",13.77,100,97.1
"2025-07-04 07:30:00",13.57,100,97.2
"2025-07-04 07:40:00",13.4,100,97.3
"2025-07-04 07:50:00",13.44,100,96.1
"2025-07-04 08:00:00",13.42,100,97.1
"2025-07-04 08:10:00",13.65,100,96.7
"2025-07-04 08:20:00",13.67,100,98.9
"2025-07-04 08:30:00",13.59,100,97.5
"2025-07-04 08:40:00",13.8,100,96.8
"2025-07-04 08:50:00",13.69,100,98.3
"2025-07-04 09:00:00",13.86,100,98
"2025-07-04 09:10:00",14.03,100,97.4
"2025-07-04 09:20:00",13.69,100,98.9
"2025-07-04 09:30:00",13.76,100,99
"2025-07-04 09:40:00",13.98,100,97.2
"2025-07-04 09:50:00",14.21,100,96.5
"2025-07-04 10:00:00",14.26,100,98.4
"2025-07-04 10:10:00",14.28,100,96.9
"2025-07-04 10:20:00",14.58,100,96.9
"2025-07-04 10:30:00",14.69,100,96.8
"2025-07-04 10:40:00",14.82,100,94.4
"2025-07-04 10:50:00",14.78,100,95.1
"2025-07-04 11:00:00",14.86,100,97.2
"2025-07-04 11:10:00",14.76,100,97.6
"2025-07-04 11:20:00",14.4,100,100
"2025-07-04 11:30:00",14.46,100,97
"2025-07-04 11:40:00",14.53,100,95.5
"2025-07-04 11:50:00",14.54,100,95.2
"2025-07-04 12:00:00",14.77,100,92.3
"2025-07-04 12:10:00",15,100,91.3
"2025-07-04 12:20:00",14.91,100,91.8
"2025-07-04 12:30:00",15.06,100,90.7
"2025-07-04 12:40:00",15.16,100,90.5
"2025-07-04 12:50:00",15.22,100,89.5
"2025-07-04 13:00:00",15.43,100,85.7
"2025-07-04 13:10:00",15.28,100,89.8
"2025-07-04 13:20:00",15.49,100,89.7
"2025-07-04 13:30:00",15.97,98.2,83
"2025-07-04 13:40:00",16.16,97.9,84
"2025-07-04 13:50:00",15.99,98.6,87.2
"2025-07-04 14:00:00",15.9,98.3,87.1
"2025-07-04 14:10:00",15.73,99.4,89.5
"2025-07-04 14:20:00",16.28,97.7,87
"2025-07-04 14:30:00",16.42,96.2,84.2
"2025-07-04 14:40:00",17.21,92.4,80.6
"2025-07-04 14:50:00",17.16,93.1,82.2
"2025-07-04 15:00:00",17.44,91.9,78.9
"2025-07-04 15:10:00",16.94,93,83.8
"2025-07-04 15:20:00",16.95,92.3,84.3
"2025-07-04 15:30:00",17.08,90.6,81.2
"2025-07-04 15:40:00",17.74,88.8,75.9
"2025-07-04 15:50:00",17.94,86.1,76.2
"2025-07-04 16:00:00",17.59,87.7,78.3
"2025-07-04 16:10:00",17.73,87.7,76.5
"2025-07-04 16:20:00",17.8,87.3,76.4
"2025-07-04 16:30:00",18.12,84.2,72.6
"2025-07-04 16:40:00",18.3,83.7,63.3
"2025-07-04 16:50:00",20.35,78.4,56.1
"2025-07-04 17:00:00",21.4,72.2,54.2
"2025-07-04 17:10:00",22.73,59.9,48
"2025-07-04 17:20:00",23.67,56.5,46.1
"2025-07-04 17:30:00",24.34,55.3,42.7
"2025-07-04 17:40:00",25.4,45.3,40.8
"2025-07-04 17:50:00",25.22,43.5,41.2
"2025-07-04 18:00:00",24.49,46.3,41.7
"2025-07-04 18:10:00",24.16,46,43.9
"2025-07-04 18:20:00",23.89,45.6,43.7
"2025-07-04 18:30:00",23.79,45.4,44.1
"2025-07-04 18:40:00",23.69,45.2,44
"2025-07-04 18:50:00",23.6,44.8,43.2
"2025-07-04 19:00:00",23.26,45.7,44.1
"2025-07-04 19:10:00",22.88,46.8,44.4
"2025-07-04 19:20:00",22.37,48.2,45.4
"2025-07-04 19:30:00",22.29,47.6,44.9
"2025-07-04 19:40:00",22.48,47.3,44.5
"2025-07-04 19:50:00",22.31,51.6,44.4
"2025-07-04 20:00:00",22.3,48.5,44
"2025-07-04 20:10:00",22.22,47.7,43.2
"2025-07-04 20:20:00",21.98,48.2,44.3
"2025-07-04 20:30:00",21.35,50.8,46.1
"2025-07-04 20:40:00",21.15,51.3,48.4
"2025-07-04 20:50:00",20.99,51.9,49.7
"2025-07-04 21:00:00",20.35,56,50.6
"2025-07-04 21:10:00",19.66,58,51.2
"2025-07-04 21:20:00",19.33,57.5,54.9
"2025-07-04 21:30:00",18.89,59.4,55.1
"2025-07-04 21:40:00",19.11,59.1,53.3
"2025-07-04 21:50:00",19.17,58.1,52.8
"2025-07-04 22:00:00",19.67,56,50.2
"2025-07-04 22:10:00",19.07,58.3,51.2
"2025-07-04 22:20:00",18.43,60.9,53.5
"2025-07-04 22:30:00",17.95,66,55.9
"2025-07-04 22:40:00",18.2,63.8,55.3
"2025-07-04 22:50:00",17.55,67,58.4
"2025-07-04 23:00:00",16.65,73.1,64.6
"2025-07-04 23:10:00",16.75,73.3,62.5
"2025-07-04 23:20:00",15.93,75,67.1
"2025-07-04 23:30:00",16.33,72.5,64.4
"2025-07-04 23:40:00",16.6,69.6,62.9
"2025-07-04 23:50:00",15.66,75,66.4
"2025-07-05 00:00:00",15.69,75,70
"2025-07-05 00:10:00",15.27,74.9,69.5
"2025-07-05 00:20:00",14.73,77.3,71.1
"2025-07-05 00:30:00",14.84,77.3,71.9
"2025-07-05 00:40:00",14.69,79.1,72
"2025-07-05 00:50:00",14.47,79.7,71.7
"2025-07-05 01:00:00",14.49,80.3,75.8
"2025-07-05 01:10:00",14.23,82.5,76.5
"2025-07-05 01:20:00",14.06,82.1,78.5
"2025-07-05 01:30:00",13.89,82.3,78.7
"2025-07-05 01:40:00",14.12,82.3,79.2
"2025-07-05 01:50:00",14,83.8,80.8
"2025-07-05 02:00:00",14.12,83.6,79.3
"2025-07-05 02:10:00",13.96,84,80.4
"2025-07-05 02:20:00",13.93,85.1,79.6
"2025-07-05 02:30:00",13.49,87.4,83.6
"2025-07-05 02:40:00",13.71,86.3,82.1
"2025-07-05 02:50:00",13.62,87.9,82.6
"2025-07-05 03:00:00",13.42,87.5,84
"2025-07-05 03:10:00",13.63,85.9,82.7
"2025-07-05 03:20:00",13.6,86.6,82.6
"2025-07-05 03:30:00",13.61,85.4,81.4
"2025-07-05 03:40:00",13.61,86.7,81.7
"2025-07-05 03:50:00",13.25,88.4,82.5
"2025-07-05 04:00:00",13.15,89.1,82.4
"2025-07-05 04:10:00",13.21,87.1,84
"2025-07-05 04:20:00",13.67,85.7,82.6
"2025-07-05 04:30:00",13.73,87.1,81
"2025-07-05 04:40:00",13.3,88.2,82.7
"2025-07-05 04:50:00",12.8,91.7,85.5
"2025-07-05 05:00:00",13.51,89.8,82.7
"2025-07-05 05:10:00",14.13,83.5,79.4
"2025-07-05 05:20:00",14.46,86.5,77.4
"2025-07-05 05:30:00",13.93,84.9,79.2
"2025-07-05 05:40:00",13.93,87.4,81.3
"2025-07-05 05:50:00",13.91,88.8,86.4
"2025-07-05 06:00:00",13.81,90.9,88.2
"2025-07-05 06:10:00",13.91,92.5,89.6
"2025-07-05 06:20:00",14.24,93.1,89.2
"2025-07-05 06:30:00",14.15,95,90
"2025-07-05 06:40:00",14.02,95.3,90.3
"2025-07-05 06:50:00",14.24,96.4,90.2
"2025-07-05 07:00:00",14.3,96.5,89.9
"2025-07-05 07:10:00",14.45,97,90.9
"2025-07-05 07:20:00",14.59,96.5,90.7
"2025-07-05 07:30:00",14.68,96.4,89.1
"2025-07-05 07:40:00",14.71,96,89.1
"2025-07-05 07:50:00",15.06,95.1,88
"2025-07-05 08:00:00",15.23,93.6,85.8
"2025-07-05 08:10:00",15.38,95.7,86.6
"2025-07-05 08:20:00",15.27,97.1,88.5
"2025-07-05 08:30:00",15.14,97,90.8
"2025-07-05 08:40:00",15.15,96.5,87
"2025-07-05 08:50:00",15.38,97.5,88.5
"2025-07-05 09:00:00",15.42,96.4,87.7
"2025-07-05 09:10:00",15.51,96.9,85.8
"2025-07-05 09:20:00",15.64,96.8,87
"2025-07-05 09:30:00",15.57,98.2,86
"2025-07-05 09:40:00",15.53,97.9,87
"2025-07-05 09:50:00",14.95,98.6,91.4
"2025-07-05 10:00:00",15.03,98.4,88.4
"2025-07-05 10:10:00",15.26,98.2,88
"2025-07-05 10:20:00",15.38,97,86.5
"2025-07-05 10:30:00",15.19,97.5,87.6
"2025-07-05 10:40:00",15.18,96.9,86.6
"2025-07-05 10:50:00",15.48,96.5,84.6
"2025-07-05 11:00:00",15.24,97.5,86.7
"2025-07-05 11:10:00",15.65,97.6,83.2
"2025-07-05 11:20:00",15.49,96.2,84.9
"2025-07-05 11:30:00",15.6,95.2,85.2
"2025-07-05 11:40:00",15.71,96,82.1
"2025-07-05 11:50:00",15.5,95,86.5
"2025-07-05 12:00:00",15.74,94.9,83.6
"2025-07-05 12:10:00",15.66,94.9,85.4
"2025-07-05 12:20:00",15.96,95.5,81.8
"2025-07-05 12:30:00",15.96,94.4,79.5
"2025-07-05 12:40:00",16.45,93.8,79.7
"2025-07-05 12:50:00",16.26,93.5,81.9
"2025-07-05 13:00:00",16.21,96.6,81.4
"2025-07-05 13:10:00",16.29,93.1,81.4
"2025-07-05 13:20:00",16.23,95.1,79.1
"2025-07-05 13:30:00",16.16,94.2,75
"2025-07-05 13:40:00",15.71,95.1,81.3
"2025-07-05 13:50:00",16.46,91.6,79.1
"2025-07-05 14:00:00",16.31,93.2,80.7
"2025-07-05 14:10:00",16.12,94,81.1
"2025-07-05 14:20:00",16,94.8,81.3
"2025-07-05 14:30:00",15.93,95.5,82.6
"2025-07-05 14:40:00",15.85,95.4,83.8
"2025-07-05 14:50:00",15.93,95.2,84.1
"2025-07-05 15:00:00",15.68,93.9,84.6
"2025-07-05 15:10:00",15.82,93.1,83.3
"2025-07-05 15:20:00",15.64,93.6,87.4
"2025-07-05 15:30:00",15.82,93.1,83.6
"2025-07-05 15:40:00",15.76,95.1,84.3
"2025-07-05 15:50:00",15.6,94.3,85.6
"2025-07-05 16:00:00",15.67,93,86.3
"2025-07-05 16:10:00",15.86,92.5,84.9
"2025-07-05 16:20:00",16.01,92.8,85.2
"2025-07-05 16:30:00",15.39,95.2,87.2
"2025-07-05 16:40:00",15.12,94.5,88.3
"2025-07-05 16:50:00",15.07,93.8,89.7
"2025-07-05 17:00:00",15.13,93.1,88.3
"2025-07-05 17:10:00",15.1,93.9,88.4
"2025-07-05 17:20:00",15.01,94.5,87.9
"2025-07-05 17:30:00",15.28,91.8,87.1
"2025-07-05 17:40:00",15.18,92.8,87.5
"2025-07-05 17:50:00",15.1,92,87.7
"2025-07-05 18:00:00",15.23,90.9,87.1
"2025-07-05 18:10:00",16.19,87.8,75.4
"2025-07-05 18:20:00",15.39,90,80.9
"2025-07-05 18:30:00",15.35,90,82.6
"2025-07-05 18:40:00",15.7,87.7,79.2
"2025-07-05 18:50:00",15.12,88.7,84.7
"2025-07-05 19:00:00",15.18,88.2,82.1
"2025-07-05 19:10:00",14.88,88.7,85.5
"2025-07-05 19:20:00",14.94,87.8,83.8
"2025-07-05 19:30:00",15.13,86.3,81.4
"2025-07-05 19:40:00",15.23,84.8,79.4
"2025-07-05 19:50:00",15.17,83,79.2
"2025-07-05 20:00:00",15.04,84.1,80.1
"2025-07-05 20:10:00",15.21,81.2,77.8
"2025-07-05 20:20:00",15.23,82.2,77.4
"2025-07-05 20:30:00",15.04,82.5,79.1
"2025-07-05 20:40:00",14.7,83.9,79.9
"2025-07-05 20:50:00",14.66,83.3,79.7
"2025-07-05 21:00:00",14.6,84.1,80.5
"2025-07-05 21:10:00",14.67,84.1,80.4
"2025-07-05 21:20:00",14.53,84.7,80.9
"2025-07-05 21:30:00",14.53,84.2,80.2
"2025-07-05 21:40:00",14.58,82.4,79.3
"2025-07-05 21:50:00",14.35,84.6,80.7
"2025-07-05 22:00:00",14.08,85.9,81.4
"2025-07-05 22:10:00",14.35,83,79
"2025-07-05 22:20:00",14.41,83.7,78.1
"2025-07-05 22:30:00",13.98,85.6,81.6
"2025-07-05 22:40:00",13.96,86.1,81.6
"2025-07-05 22:50:00",14.2,84.4,80.7
"2025-07-05 23:00:00",14.34,83.9,79.8
"2025-07-05 23:10:00",14.28,84.3,81
"2025-07-05 23:20:00",14.28,85.3,81.1
"2025-07-05 23:30:00",14.05,86.2,83.2
"2025-07-05 23:40:00",14.07,87.4,81.9
"2025-07-05 23:50:00",13.95,87.1,83
"2025-07-06 00:00:00",13.78,88.6,84.2
"2025-07-06 00:10:00",13.4,90,87.3
"2025-07-06 00:20:00",13.25,90.2,86.4
"2025-07-06 00:30:00",12.72,92.3,89.8
"2025-07-06 00:40:00",12.96,92.1,86.7
"2025-07-06 00:50:00",13.33,89.9,86.1
"2025-07-06 01:00:00",13.06,90.9,86.1
"2025-07-06 01:10:00",13.24,91.1,85.9
"2025-07-06 01:20:00",13.14,91.4,85.9
"2025-07-06 01:30:00",13.1,91,86.8
"2025-07-06 01:40:00",13.24,91,87.3
"2025-07-06 01:50:00",13.13,91.4,87.6
"2025-07-06 02:00:00",13.38,90.7,87.2
"2025-07-06 02:10:00",13.34,92,88.1
"2025-07-06 02:20:00",13.18,91.7,88.3
"2025-07-06 02:30:00",12.87,93.3,89.9
"2025-07-06 02:40:00",12.68,92.9,89.3
"2025-07-06 02:50:00",12.67,93.3,90.1
"2025-07-06 03:00:00",12.75,92.7,90.1
"2025-07-06 03:10:00",12.73,93.7,90.7
"2025-07-06 03:20:00",12.31,94.5,92.9
"2025-07-06 03:30:00",12.24,94.5,91.9
"2025-07-06 03:40:00",12.26,93.9,92.2
"2025-07-06 03:50:00",12.42,94.1,90.6
"2025-07-06 04:00:00",12.71,92.9,89.5
"2025-07-06 04:10:00",12.96,92.9,87.6
"2025-07-06 04:20:00",12.59,94.5,91
"2025-07-06 04:30:00",12.27,95.2,93.2
"2025-07-06 04:40:00",12.31,94.8,91.7
"2025-07-06 04:50:00",12.57,93.9,90.1
"2025-07-06 05:00:00",12.61,93.4,90.8
"2025-07-06 05:10:00",12.65,94.3,89.9
"2025-07-06 05:20:00",12.56,94,90.4
"2025-07-06 05:30:00",13.09,93.1,88.7
"2025-07-06 05:40:00",13.79,90.6,87.6
"2025-07-06 05:50:00",13.72,94.2,89.9
"2025-07-06 06:00:00",13.11,97,94.6
"2025-07-06 06:10:00",13.19,97.1,94.2
"2025-07-06 06:20:00",13.78,96.1,91.3
"2025-07-06 06:30:00",14.4,94.6,89.6
"2025-07-06 06:40:00",14.47,95.9,91.8
"2025-07-06 06:50:00",14.53,97.4,90.1
"2025-07-06 07:00:00",15.33,92.7,87.9
"2025-07-06 07:10:00",15.59,92.4,86.9
"2025-07-06 07:20:00",15.92,91.2,85.5
"2025-07-06 07:30:00",16.06,92.2,82.5
"2025-07-06 07:40:00",16.62,91.7,82.7
"2025-07-06 07:50:00",16.33,90.9,82.4
"2025-07-06 08:00:00",15.65,98.3,84.4
"2025-07-06 08:10:00",15.37,97.3,86.3
"2025-07-06 08:20:00",15.71,97.4,85.5
"2025-07-06 08:30:00",14.82,99.6,88.6
"2025-07-06 08:40:00",14.66,98.8,91.7
"2025-07-06 08:50:00",14.52,98.4,92.3
"2025-07-06 09:00:00",14.58,98.8,90.8
"2025-07-06 09:10:00",14.52,99.1,89.4
"2025-07-06 09:20:00",15.07,99.5,85.3
"2025-07-06 09:30:00",15.07,98.1,89.7
"2025-07-06 09:40:00",14.83,100,89.5
"2025-07-06 09:50:00",14.66,100,92.2
"2025-07-06 10:00:00",14.94,98.9,89.6
"2025-07-06 10:10:00",14.77,100,87
"2025-07-06 10:20:00",14.48,100,87.8
"2025-07-06 10:30:00",14.47,100,88.9
"2025-07-06 10:40:00",14.6,100,88.6
"2025-07-06 10:50:00",14.44,100,86
"2025-07-06 11:00:00",14.39,100,87.7
"2025-07-06 11:10:00",14.6,100,85.8
"2025-07-06 11:20:00",14.58,99.5,82.4
"2025-07-06 11:30:00",14.68,98.2,86.4
"2025-07-06 11:40:00",15.12,96.4,84.3
"2025-07-06 11:50:00",15.42,97.2,84.8
"2025-07-06 12:00:00",15.69,96.6,82.7
"2025-07-06 12:10:00",15.56,97,80.4
"2025-07-06 12:20:00",15.73,96.7,82.3
"2025-07-06 12:30:00",15.72,96.2,82.1
"2025-07-06 12:40:00",15.36,96.8,84.2
"2025-07-06 12:50:00",15.46,97.4,86.1
"2025-07-06 13:00:00",15.46,96.5,86.1
"2025-07-06 13:10:00",15.84,94.6,82.7
"2025-07-06 13:20:00",15.83,96.2,82.6
"2025-07-06 13:30:00",15.3,97.2,86.9
"2025-07-06 13:40:00",15.66,95.4,84.1
"2025-07-06 13:50:00",15.56,96.4,84.8
"2025-07-06 14:00:00",16.08,94.8,83
"2025-07-06 14:10:00",16.22,95,83.9
"2025-07-06 14:20:00",16.49,93.2,81.8
"2025-07-06 14:30:00",16.15,95.1,83.9
"2025-07-06 14:40:00",15.94,96,84.4
"2025-07-06 14:50:00",15.92,95.8,85.6
"2025-07-06 15:00:00",16.25,95.7,83.9
"2025-07-06 15:10:00",15.84,97.1,86.1
"2025-07-06 15:20:00",15.99,93.8,85.5
